timestep,timestamp_ns,elapsed_s,qpos_left_j1,qpos_left_j2,qpos_left_j3,qpos_left_j4,qpos_left_j5,qpos_left_j6,qpos_left_gripper,qpos_right_j1,qpos_right_j2,qpos_right_j3,qpos_right_j4,qpos_right_j5,qpos_right_j6,qpos_right_gripper,qvel_left_j1,qvel_left_j2,qvel_left_j3,qvel_left_j4,qvel_left_j5,qvel_left_j6,qvel_left_gripper,qvel_right_j1,qvel_right_j2,qvel_right_j3,qvel_right_j4,qvel_right_j5,qvel_right_j6,qvel_right_gripper,action_left_j1,action_left_j2,action_left_j3,action_left_j4,action_left_j5,action_left_j6,action_left_gripper,action_right_j1,action_right_j2,action_right_j3,action_right_j4,action_right_j5,action_right_j6,action_right_gripper
157,2135017455844,5.120036135,0.0,0.225828155875206,-0.7398101687431335,0.3173706829547882,-0.09175195544958115,-0.09251990169286728,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.209587335586548,-1.7383486032485962,0.9407326579093933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698279023170471,-0.7753276228904724,0.3352603018283844,-0.09175195544958115,-0.09011135250329971,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2135050225494,5.152805785,0.0,0.2698279023170471,-0.7753276228904724,0.3352603018283844,-0.09175195544958115,-0.09011135250329971,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1999874114990234,-1.7758727073669434,0.8944809436798096,0.0,0.1204274594783783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31122711300849915,-0.8074416518211365,0.3481582701206207,-0.09175195544958115,-0.08911651372909546,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,2135083431075,5.186011366,0.0,0.31122711300849915,-0.8074416518211365,0.3481582701206207,-0.09175195544958115,-0.08911651372909546,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.069960594177246,-1.6057014465332031,0.6448984146118164,0.0,0.04974193871021271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34231141209602356,-0.8322079181671143,0.35388296842575073,-0.08960520476102829,-0.0895877480506897,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2135117108048,5.219688339,0.0,0.34231141209602356,-0.8322079181671143,0.35388296842575073,-0.08960520476102829,-0.0895877480506897,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5542149543762207,-1.2383133172988892,0.28623491525650024,0.10733753442764282,-0.023561716079711914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37632790207862854,-0.8617563247680664,0.36309829354286194,-0.08916886895895004,-0.08751080930233002,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2135150229378,5.252809669,0.0,0.37632790207862854,-0.8617563247680664,0.36309829354286194,-0.08916886895895004,-0.08751080930233002,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.700824499130249,-1.4774203300476074,0.4607662558555603,0.021816790103912354,0.10384693741798401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40687114000320435,-0.8887565732002258,0.36740925908088684,-0.08916886895895004,-0.0844041258096695,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2135183716020,5.286296311,0.0,0.40687114000320435,-0.8887565732002258,0.36740925908088684,-0.08916886895895004,-0.0844041258096695,0.07000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.527161955833435,-1.3500124216079712,0.21554827690124512,0.0,0.15533417463302612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337841272354126,-0.9084438681602478,0.3695909082889557,-0.08916886895895004,-0.08192575722932816,0.06989999860525131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2135217891688,5.320471979,0.0,0.4337841272354126,-0.9084438681602478,0.3695909082889557,-0.08916886895895004,-0.08192575722932816,0.06989999860525131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3456493616104126,-0.9843647480010986,0.10908246040344238,0.0,0.12391842901706696,-0.005000084638595581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45402994751930237,-0.9333322644233704,0.37201693654060364,-0.0870046615600586,-0.07899360358715057,0.06970000267028809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,2135250312868,5.352893159,0.0,0.45402994751930237,-0.9333322644233704,0.37201693654060364,-0.0870046615600586,-0.07899360358715057,0.06970000267028809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0122910737991333,-1.244419813156128,0.12130141258239746,0.10821036994457245,0.1466076821088791,-0.009999796748161316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4777838885784149,-0.9571036696434021,0.3770085573196411,-0.08600982278585434,-0.07665485888719559,0.06909999996423721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2135283605062,5.386185353,0.0,0.4777838885784149,-0.9571036696434021,0.3770085573196411,-0.08600982278585434,-0.07665485888719559,0.06909999996423721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1876970529556274,-1.188570261001587,0.24958103895187378,0.04974193871021271,0.11693723499774933,-0.03000013530254364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5022010207176208,-0.9814684391021729,0.3883531987667084,-0.08419468253850937,-0.07024950534105301,0.0689999982714653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,2135317932850,5.420513141,0.0,0.5022010207176208,-0.9814684391021729,0.3883531987667084,-0.08419468253850937,-0.07024950534105301,0.0689999982714653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2208566665649414,-1.2182384729385376,0.567232072353363,0.09075701236724854,0.3202676773071289,-0.005000084638595581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5260422229766846,-1.0045068264007568,0.4035550355911255,-0.08442157506942749,-0.06604325771331787,0.0689999982714653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2135350294616,5.452874907,0.0,0.5260422229766846,-1.0045068264007568,0.4035550355911255,-0.08442157506942749,-0.06604325771331787,0.0689999982714653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192060112953186,-1.1519193649291992,0.7600918412208557,-0.011344626545906067,0.2103123813867569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5505641102790833,-1.0274578332901,0.42413246631622314,-0.08442157506942749,-0.0587477833032608,0.0689999982714653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2135383670495,5.486250786,0.0,0.5505641102790833,-1.0274578332901,0.42413246631622314,-0.08442157506942749,-0.0587477833032608,0.0689999982714653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226094365119934,-1.147550344467163,1.0288715362548828,0.0,0.3647737205028534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5743180513381958,-1.0443700551986694,0.4421442449092865,-0.08442157506942749,-0.049323003739118576,0.06889999657869339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2135417608036,5.520188327,0.0,0.5743180513381958,-1.0443700551986694,0.4421442449092865,-0.08442157506942749,-0.049323003739118576,0.06889999657869339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1876970529556274,-0.8456110954284668,0.9005889296531677,0.0,0.47123900055885315,-0.005000084638595581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594336986541748,-1.0638130903244019,0.46670103073120117,-0.08215264976024628,-0.04075343906879425,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2135450917895,5.553498186,0.0,0.594336986541748,-1.0638130903244019,0.46670103073120117,-0.08215264976024628,-0.04075343906879425,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0009467601776123,-0.9721517562866211,1.2278393507003784,0.11344626545906067,0.4284782409667969,-0.004999712109565735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6198711395263672,-1.0820692777633667,0.49233993887901306,-0.08223991096019745,-0.0348542258143425,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2135483733431,5.586313722,0.0,0.6198711395263672,-1.0820692777633667,0.49233993887901306,-0.08223991096019745,-0.0348542258143425,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.276707649230957,-0.9128093719482422,1.2819454669952393,-0.004363059997558594,0.2949606776237488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6455449461936951,-1.0990861654281616,0.5165127515792847,-0.08223991096019745,-0.029880037531256676,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2135517947810,5.620528101,0.0,0.6455449461936951,-1.0990861654281616,0.5165127515792847,-0.08223991096019745,-0.029880037531256676,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.283690333366394,-0.8508443832397461,1.208640694618225,0.0,0.24870942533016205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657034754753113,-1.1116176843643188,0.534105658531189,-0.08223991096019745,-0.02342231757938862,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2135550996551,5.653576842,0.0,0.6657034754753113,-1.1116176843643188,0.534105658531189,-0.08223991096019745,-0.02342231757938862,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0079264640808105,-0.6265759468078613,0.8796453475952148,0.0,0.32288599014282227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689474880695343,-1.1258944272994995,0.5586624145507812,-0.08223991096019745,-0.017435839399695396,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,2135583845084,5.686425375,0.0,0.689474880695343,-1.1258944272994995,0.5586624145507812,-0.08223991096019745,-0.017435839399695396,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188570261001587,-0.7138371467590332,1.2278378009796143,0.0,0.2993239164352417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713106632232666,-1.1381292343139648,0.5816135406494141,-0.08223991096019745,-0.012793263420462608,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2135618110867,5.720691158,0.0,0.713106632232666,-1.1381292343139648,0.5816135406494141,-0.08223991096019745,-0.012793263420462608,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18158757686615,-0.6117403507232666,1.1475563049316406,0.0,0.2321287989616394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7366161942481995,-1.1465940475463867,0.6047565937042236,-0.08223991096019745,-0.009320057928562164,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,2135650867194,5.753447485,0.0,0.7366161942481995,-1.1465940475463867,0.6047565937042236,-0.08223991096019745,-0.009320057928562164,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1754781007766724,-0.42324066162109375,1.1571526527404785,0.0,0.1736602783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7596196532249451,-1.1555126905441284,0.6281439661979675,-0.08223991096019745,-0.005811946466565132,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2135684046600,5.786626891,0.0,0.7596196532249451,-1.1555126905441284,0.6281439661979675,-0.08223991096019745,-0.005811946466565132,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1501729488372803,-0.44593214988708496,1.1693686246871948,0.0,0.1754055768251419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7809126377105713,-1.1629303693771362,0.6531720161437988,-0.08223991096019745,0.0,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,2135718220100,5.820800391,0.0,0.7809126377105713,-1.1629303693771362,0.6531720161437988,-0.08223991096019745,0.0,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.064649224281311,-0.3708839416503906,1.251402497291565,0.0,0.2905973196029663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7974758148193359,-1.1684455871582031,0.6706951260566711,-0.08223991096019745,0.0,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,2135750940199,5.85352049,0.0,0.7974758148193359,-1.1684455871582031,0.6706951260566711,-0.08223991096019745,0.0,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8281588554382324,-0.2757608890533447,0.8761554956436157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8171631693840027,-1.1742051839828491,0.6942745447158813,-0.08223991096019745,0.006841690745204687,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2135784047063,5.886627354,0.0,0.8171631693840027,-1.1742051839828491,0.6942745447158813,-0.08223991096019745,0.006841690745204687,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9843677282333374,-0.2879798412322998,1.1789709329605103,0.0,0.3420845568180084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8360650539398193,-1.180401086807251,0.716736912727356,-0.08223991096019745,0.014049900695681572,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,2135818620225,5.921200516,0.0,0.8360650539398193,-1.180401086807251,0.716736912727356,-0.08223991096019745,0.014049900695681572,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9450942277908325,-0.3097951412200928,1.1231184005737305,0.0,0.36041051149368286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8507782220840454,-1.1853054761886597,0.7337713241577148,-0.08223991096019745,0.02033308520913124,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2135850696388,5.953276679,0.0,0.8507782220840454,-1.1853054761886597,0.7337713241577148,-0.08223991096019745,0.02033308520913124,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7356584072113037,-0.24521946907043457,0.8517205715179443,0.0,0.31415924429893494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8689994215965271,-1.1923216581344604,0.7568969130516052,-0.08223991096019745,0.027646014466881752,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,2135883999894,5.986580185,0.0,0.8689994215965271,-1.1923216581344604,0.7568969130516052,-0.08223991096019745,0.027646014466881752,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9110599756240845,-0.35080909729003906,1.156279444694519,0.0,0.36564648151397705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8871159553527832,-1.200332760810852,0.7803018093109131,-0.08223991096019745,0.03356268256902695,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2135918222855,6.020803146,0.0,0.8871159553527832,-1.200332760810852,0.7803018093109131,-0.08223991096019745,0.03356268256902695,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9058266878128052,-0.4005551338195801,1.170244812965393,0.0,0.29583340883255005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9024748206138611,-1.2076282501220703,0.8008617758750916,-0.08223991096019745,0.040194932371377945,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,2135950835931,6.053416222,0.0,0.9024748206138611,-1.2076282501220703,0.8008617758750916,-0.08223991096019745,0.040194932371377945,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767943263053894,-0.3647744655609131,1.0279983282089233,0.0,0.3316124975681305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9200153946876526,-1.217367172241211,0.8277049660682678,-0.08223991096019745,0.045326199382543564,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2135984143829,6.08672412,0.0,0.9200153946876526,-1.217367172241211,0.8277049660682678,-0.08223991096019745,0.045326199382543564,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770287036895752,-0.48694610595703125,1.3421595096588135,0.0,0.25656336545944214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9372941851615906,-1.2276471853256226,0.8540245294570923,-0.08223991096019745,0.05023057386279106,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2136018745624,6.121325915,0.0,0.9372941851615906,-1.2276471853256226,0.8540245294570923,-0.08223991096019745,0.05023057386279106,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8639395236968994,-0.514000654220581,1.3159781694412231,0.0,0.24521872401237488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953770101070404,-1.238799810409546,0.8826828002929688,-0.08223991096019745,0.051626838743686676,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2136050903699,6.15348399,0.0,0.953770101070404,-1.238799810409546,0.8826828002929688,-0.08223991096019745,0.051626838743686676,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8237957954406738,-0.557631254196167,1.4329135417938232,0.0,0.06981324404478073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9708219170570374,-1.252046823501587,0.9118298292160034,-0.08223991096019745,0.053441982716321945,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,2136084216621,6.186796912,0.0,0.9708219170570374,-1.252046823501587,0.9118298292160034,-0.08223991096019745,0.053441982716321945,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852590799331665,-0.6623506546020508,1.4573514461517334,0.0,0.09075719863176346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883624911308289,-1.2676326036453247,0.9439613223075867,-0.08223991096019745,0.053616516292095184,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2136118441066,6.221021357,0.0,0.9883624911308289,-1.2676326036453247,0.9439613223075867,-0.08223991096019745,0.053616516292095184,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770287036895752,-0.7792890071868896,1.6065746545791626,0.0,0.008726678788661957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0024996995925903,-1.281909465789795,0.971712052822113,-0.08223991096019745,0.05700245499610901,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2136152131601,6.254711892,0.0,1.0024996995925903,-1.281909465789795,0.971712052822113,-0.08223991096019745,0.05700245499610901,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7068604230880737,-0.7138431072235107,1.3875365257263184,0.0,0.16929693520069122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020406723022461,-1.301282525062561,1.0081894397735596,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2136184243272,6.286823563,0.0,1.020406723022461,-1.301282525062561,1.0081894397735596,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953511714935303,-0.9686529636383057,1.8238693475723267,0.0,-0.018326006829738617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0374934673309326,-1.3209000825881958,1.0453300476074219,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2136218390893,6.320971184,0.0,1.0374934673309326,-1.3209000825881958,1.0453300476074219,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.854337215423584,-0.9808778762817383,1.8570303916931152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0518226623535156,-1.338109016418457,1.077304482460022,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2136251118566,6.353698857,0.0,1.0518226623535156,-1.338109016418457,1.077304482460022,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7164597511291504,-0.8604466915130615,1.5987217426300049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0689269304275513,-1.3599779605865479,1.1160333156585693,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2136284713898,6.387294189,0.0,1.0689269304275513,-1.3599779605865479,1.1160333156585693,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8552134037017822,-1.093447208404541,1.9364416599273682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0855250358581543,-1.383400321006775,1.155338168144226,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,2136318648065,6.421228356,0.0,1.0855250358581543,-1.383400321006775,1.155338168144226,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8299052715301514,-1.1711180210113525,1.965242624282837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.101023554801941,-1.4062117338180542,1.1924612522125244,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2136351040059,6.45362035,0.0,1.101023554801941,-1.4062117338180542,1.1924612522125244,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774925947189331,-1.1405706405639648,1.856154203414917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1169408559799194,-1.4292850494384766,1.2290608882904053,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2136384429353,6.487009644,0.0,1.1169408559799194,-1.4292850494384766,1.2290608882904053,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7958650588989258,-1.1536657810211182,1.829981803894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.132736086845398,-1.452323317527771,1.2634787559509277,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,2136418423399,6.52100369,0.0,1.132736086845398,-1.452323317527771,1.2634787559509277,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7897615432739258,-1.1519134044647217,1.720893383026123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1456689834594727,-1.470527172088623,1.2887685298919678,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2136451279221,6.553859512,0.0,1.1456689834594727,-1.470527172088623,1.2887685298919678,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6466448307037354,-0.9101927280426025,1.264488697052002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1618481874465942,-1.4918899536132812,1.3179504871368408,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,2136484461162,6.587041453,0.0,1.1618481874465942,-1.4918899536132812,1.3179504871368408,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8089601993560791,-1.0681390762329102,1.4590978622436523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1777132749557495,-1.5111584663391113,1.3450031280517578,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,2136518326230,6.620906521,0.0,1.1777132749557495,-1.5111584663391113,1.3450031280517578,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7932543754577637,-0.9634256362915039,1.3526320457458496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1902621984481812,-1.5262904167175293,1.3641667366027832,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,2136551513730,6.654094021,0.0,1.1902621984481812,-1.5262904167175293,1.3641667366027832,-0.08223991096019745,0.056635934859514236,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627446174621582,-0.7565975189208984,0.9581804275512695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2057257890701294,-1.5439356565475464,1.3839064836502075,-0.08021533489227295,0.054332099854946136,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2136584714394,6.687294685,0.0,1.2057257890701294,-1.5439356565475464,1.3839064836502075,-0.08021533489227295,0.054332099854946136,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7731795310974121,-0.8822619915008545,0.9869873523712158,0.10122880339622498,-0.115191750228405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2207880020141602,-1.5604115724563599,1.4036287069320679,-0.08052948862314224,0.048607420176267624,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,2136618192186,6.720772477,0.0,1.2207880020141602,-1.5604115724563599,1.4036287069320679,-0.08052948862314224,0.048607420176267624,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7531106472015381,-0.8237957954406738,0.9861111640930176,-0.01570768654346466,-0.2862339913845062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2358152866363525,-1.572402000427246,1.4197206497192383,-0.08052948862314224,0.04309218004345894,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2136651247485,6.753827776,0.0,1.2358152866363525,-1.572402000427246,1.4197206497192383,-0.08052948862314224,0.04309218004345894,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7513642311096191,-0.5995213985443115,0.8045971393585205,0.0,-0.27576202154159546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2506331205368042,-1.586120367050171,1.4369120597839355,-0.08052948862314224,0.0377340167760849,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2136684713285,6.787293576,0.0,1.2506331205368042,-1.586120367050171,1.4369120597839355,-0.08052948862314224,0.0377340167760849,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740891695022583,-0.6859183311462402,0.8595705032348633,0.0,-0.26790815591812134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2652240991592407,-1.5985994338989258,1.4516427516937256,-0.08052948862314224,0.03029891662299633,0.06880000233650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
